title,bookID,author,rating,ratingsCount,reviewsCount
The Neighbor: Three Inquiries in Political Theology,18916,Slavoj Žižek,3.8,101,7
The Parallax View,18910,Slavoj Žižek,4,994,50
The Puppet and the Dwarf: The Perverse Core of Christianity,18913,Slavoj Žižek,3.84,584,42
"The Fragile Absolute: Or, Why Is the Christian Legacy Worth Fighting For?",18915,Slavoj Žižek,3.75,679,35
Dreams and Nightmares: A Book of Gestalt Therapy Sessions.,18907,"Joseph J., Downing",4,1,0
"The Nightmare Room: The Nightmare Begins! (The Nightmare Room, #1-3)",18906,R.L. Stine,3.87,92,7
The Sublime Object of Ideology,18912,Slavoj Žižek,4.06,2878,105
Looking Awry: An Introduction to Jacques Lacan through Popular Culture,18911,Slavoj Žižek,4.06,1253,48
"Timaeus: Translation. Glossary, Appendices and Introductory Essay",18908,Plato,3.88,1492,68
Dogsbody,18932,Diana Wynne Jones,4.06,5333,461
Problems of Dostoevsky's Poetics,18816,Mikhail Bakhtin,4.32,644,23
Dogsbodies: Creative Fitness for Canines - the Completely Barking Guide,18933,Judith Wills,3.5,2,0
"Modern Orthodox Saints Vol. 3: St. Nicodemos the Hagiorite Great Theologian and Teacher of the Orthodox Church, Reviver of Hesychasm, Moralist, Canon",18784,Constantine Cavarnos,0,0,1
"Dostoevsky: The Years of Ordeal, 1850-1859",18817,Joseph Frank,4.45,143,20
"Dostoevsky, Kierkegaard, Nietzsche and Kafka",18815,William Hubben,3.52,309,33
Devils,18814,Fyodor Dostoyevsky,4.26,26290,974
Finding Time Again (In Search of Lost Time #7),18802,Marcel Proust,4.48,3653,303
The Grand Inquisitor,18823,Fyodor Dostoyevsky,4.35,3678,161
Money,18825,Martin Amis,3.7,16578,868
Polgara the Sorceress (Malloreon),18884,David Eddings,4.07,24076,307
The Brothers Karamazov,18818,Fyodor Dostoyevsky,4.31,180381,7830
"Die Rezeption Des Artussotoffes In Der Englischen Und Amerikanischen Literatur Des 20. Jahrhunderts Bei Thomas Berger, Marion Zimmer Bradley, E.A. Robinson, Mary Stewart Und T.H. White",18895,Monika Essl,0,0,0
Short Masterpieces of Fyodor Dostoevsky,18819,Fyodor Dostoyevsky,4.26,53,4
House of Meetings,18826,Martin Amis,3.41,2082,247
Experience: A Memoir,18827,Martin Amis,3.95,2227,124
The Idiot,18824,Fyodor Dostoyevsky,4.18,93027,3413
The Possessed,18822,Fyodor Dostoyevsky,4.26,26290,974
Winnie the Pooh's Nightmare: A Pop-Up Book,18897,Bruce Talkington,3.88,17,1
Nightmare Hotel: Danger: Spooky Pop-Up Book,18899,Alex Henry,3,2,0
Who Will You Meet in Scary Street?: Nine Pop-Up Nightmares,18900,Christine Tagg,3.25,4,0
Tim Burton's Nightmare Before Christmas Pop-Up,18898,Tim Burton,4.19,36,2
Lost: Lost and Found Pet Posters from Around the World,18896,Ian Phillips,3.69,114,29
On Practice and Contradiction,18920,Mao Zedong,3.95,191,12
The Book of Nightmares,18901,Galway Kinnell,4.24,1965,100
The Ticklish Subject: The Absent Centre of Political Ontology,18922,Slavoj Žižek,3.94,601,22
"Book of Nightmares (Diadem, Worlds of Magic, #6)",18902,John Peel,4.09,320,4
Iraq: The Borrowed Kettle,18917,Slavoj Žižek,3.67,208,18
On Belief,18921,Slavoj Žižek,3.55,310,25
The Book of Nightmares: A Fiendish Guide to Your Scary Dreams,18904,Phyllis Raybin Emert,3.33,3,1
Bruce Coville's Box of Thrills and Chills,18905,Bruce Coville,4.45,11,0
The Young Oxford Book Of Nightmares,18903,Dennis Pepper,3.75,12,0
Marcovaldo,18929,Italo Calvino,3.87,6000,360
The Uses of Literature,18930,Italo Calvino,4.06,881,34
Please Stop Laughing at Me... One Woman's Inspirational Story,18931,Jodee Blanco,3.84,10502,1063
Invisible Cities,18928,Italo Calvino,4.19,40042,2937
Zizek: A Critical Introduction,18923,Sarah   Kay,3.44,34,3
Zizek's Politics,18927,Jodi Dean,3.83,30,0
The Universal Exception,18924,Slavoj Žižek,3.77,65,5
Conversations with Žižek,18926,Slavoj Žižek,3.88,119,1
In Defense of Lost Causes,18925,Slavoj Žižek,3.89,801,56
Pirate Soul,6987685,Pat Croce,4,36,4
"The Pirate Handbook: A Rogue's Guide to Pillage, Plunder, Chaos & Conquest",12401713,Pat Croce,3.83,48,5
I Feel Great and You Will Too!: An Inspiring Journey of Success with Practical Tips on How to Score Big in Life,809210,Pat Croce,3.84,133,10
Lead or Get Off the Pot!: The Seven Secrets of a Self-Made Leader,809214,Pat Croce,3.98,44,5
110%: 110 Strategies for Feeling Great Every Day,361160,Pat Croce,3.92,39,5
Drake's Quest,14060804,Pat Croce,3.29,17,7
Mis Amigos Los Piratas / How I became a Pirate,397948,Melinda Long,4.07,21868,521
How I Became a Pirate,397946,Melinda Long,4.07,21868,521
How I Became A Pirate,7934065,Melinda Long,4.07,21868,521
How I Became a Pirate,19025732,Melinda Long,4.07,21868,521
How I Became A Pirate,1877223,Melinda Long,4.07,21868,521
Edward and the Pirates,723892,David McPhail,3.88,429,97
Alice The Fairy,120847,David Shannon,4.08,6223,294
Pirate Pete,143716,Kim  Kennedy,3.79,179,13
Skippyjon Jones,803171,Judy Schachner,4.25,27927,1125
If I Built a Car,1220282,Chris Van Dusen,4.36,1768,248
Dear Mrs. LaRue: Letters from Obedience School,889744,Mark Teague,4.19,7242,294
Sloppy Joe,6473081,Dave Keane,3.8,336,93
My Lucky Day,68788,Keiko Kasza,4.3,3345,291
Diary of a Worm,99296,Doreen Cronin,4.2,23768,734
Shiver Me Letters: A Pirate ABC,143731,June Sobel,3.86,729,107
"More Parts (Parts, #2)",1026971,Tedd Arnold,4.21,1787,157
I Ain't Gonna Paint No More!,659759,Karen Beaumont,4.26,9913,812
When Dinosaurs Came with Everything,731289,Elise Broach,4.13,2524,255
Henry & the Buccaneer Bunnies,169960,Carolyn Crimi,3.93,435,85
A Pirate's Guide to First Grade,7684987,James Preller,3.68,365,124
The Great Fuzz Frenzy,667169,Janet Stevens,4.15,2876,185
Hiccup Snickup,1018830,Melinda Long,3.26,38,11
Pirates Don't Change Diapers,236764,Melinda Long,4.15,7940,201
When Papa Snores,1018829,Melinda Long,3.76,38,5
How I Became a Pirate / Pirates Don't Change Diapers (2 Book Set),20961626,Melinda Long,4.3,27,0
The Twelve Days of Christmas in South Carolina,8326257,Melinda Long,4.57,21,4
"The Eternity Code (Artemis Fowl, #3)",227865,Eoin Colfer,4.04,103057,1917
"The Eternity Code (Artemis Fowl, #3)",533809,Eoin Colfer,4.04,103062,1917
"The Eternity Code (Artemis Fowl, #3)",685655,Eoin Colfer,4.04,103062,1917
"The Eternity Code (Artemis Fowl, #3)",8130010,Eoin Colfer,4.04,103062,1917
"آرتمیس فاول و رمز ابدی (Artemis Fowl, #3)",18401589,Eoin Colfer,4.04,103062,1917
"The Eternity Code (Artemis Fowl, #3)",6251488,Eoin Colfer,4.04,103062,1917
"The Eternity Code (Artemis Fowl, #3)",727169,Eoin Colfer,4.04,103062,1917
"The Arctic Incident (Artemis Fowl, #2)",114955,Eoin Colfer,3.95,115790,2484
"Ikuisuuskoodi (Artemis Fowl, #3)",15698447,Eoin Colfer,4.04,103062,1917
"The Eternity Code (Artemis Fowl, #3)",1192982,Eoin Colfer,4.04,103062,1917
"The Eternity Code (Artemis Fowl, #3)",948460,Eoin Colfer,4.04,103062,1917
"Winter Door (The Gateway Trilogy, #2)",47910,Isobelle Carmody,3.87,428,14
"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",106129,Jenny Nimmo,3.89,19970,376
The Edge Chronicles 6: Midnight Over Sanctaphrax: Third Book of Twig,334012,Paul Stewart,4.2,5706,118
"Ruler of the Realm (The Faerie Wars Chronicles, #3)",112968,Herbie Brennan,3.92,3617,97
"Escape Velocity (H.I.V.E., #3)",4617762,Mark Walden,4.27,4976,155
"Sir Thursday (The Keys to the Kingdom, #4)",47618,Garth Nix,3.94,18712,313
"Alcatraz Versus the Scrivener's Bones (Alcatraz, #2)",3485562,Brandon Sanderson,4.1,7975,705
"The Lives of Christopher Chant (Chrestomanci, #2)",519933,Diana Wynne Jones,4.22,18466,435
Nightrise,107669,Anthony Horowitz,4.04,10945,362
"The Golem's Eye (Bartimaeus, #2)",59263,Jonathan Stroud,4.09,75103,1692
"Daja's Book (Circle of Magic, #3)",58894,Tamora Pierce,4.06,24200,330
"The Rivers of Zadaa (Pendragon, #6)",215542,D.J. MacHale,4.19,21107,319
"Artemis Fowl (Artemis Fowl, #1)",249747,Eoin Colfer,3.82,403471,8498
"The Lost Colony (Artemis Fowl, #5)",37586,Eoin Colfer,4.01,112532,1614
"The Opal Deception  (Artemis Fowl, #4)",114954,Eoin Colfer,4.04,103080,1641
"The Time Paradox (Artemis Fowl, #6)",2179276,Eoin Colfer,4.07,66247,1921
"The Atlantis Complex (Artemis Fowl, #7)",7005865,Eoin Colfer,3.97,42938,1712
"The Last Guardian (Artemis Fowl, #8)",9307674,Eoin Colfer,4.15,38388,2023
The Drawing of the Three (The Dark Tower #2),23987263,Stephen King,4.23,162271,5618
The Drawing of the Three: (The Dark Tower #2),20033971,Stephen King,4.23,162265,5618
"The Drawing of the Three (The Dark Tower, #2)",28253762,Stephen King,4.23,162271,5618
"The Drawing of the Three (The Dark Tower, #2)",12754892,Stephen King,4.23,162269,5618
The Drawing of the Three (The Dark Tower #2),995123,Stephen King,4.23,162271,5618
"The Drawing of the Three (The Dark Tower, #2)",577177,Stephen King,4.23,162271,5618
The Gunslinger,43615,Stephen King,3.98,379145,13878
Killer Crabs,970065,Guy N. Smith,3.56,197,28
"The Drawing of the Three (The Dark Tower, #2)",7675050,Stephen King,4.23,162271,5618
L'ultimo cavaliere,9706972,Stephen King,3.98,379136,13877
La chiamata dei tre,35496296,Stephen King,4.23,162271,5618
"انتخاب سوم (The Dark Tower, #2)",25981133,Stephen King,4.23,162271,5618
"The Drawing of the Three (The Dark Tower, #2)",9272207,Stephen King,4.23,162271,5618
"The Drawing of the Three (The Dark Tower, #2)",30983474,Stephen King,4.23,162264,5618
Our Game,19005,John le Carré,3.72,4259,211
The Looking Glass War,19004,John le Carré,3.74,7004,368
"How to Write a Damn Good Novel, II: Advanced Techniques For Dramatic Storytelling",19006,James N. Frey,4,526,49
Absolute Friends,19002,John le Carré,3.59,5002,425
The Key: How to Write Damn Good Fiction Using the Power of Myth,19007,James N. Frey,3.85,260,29
The Little Drummer Girl,19003,John le Carré,3.94,7554,319
A Perfect Spy,19001,John le Carré,3.99,12597,469
Perspectives On The Novels Of Rohinton Mistry,19666,Jaydipsinh Dodiya,3,1,0
How to Write Damn Good Fiction: Advanced Techniques for Dramatic St,19008,James N. Frey,3.85,260,29
Where Have All The Lightning Bugs Gone?: A Play In One Act,19988,Louis E. Catron,4.14,7,3
Connecticut: In Words and Pictures,19996,Dennis Brindell Fradin,0,0,0
Nuclear Energy,19990,Dennis Brindell Fradin,0,0,0
Texas in Words and Pictures,19992,Dennis Brindell Fradin,3,2,0
Our America!,19995,Dennis Brindell Fradin,0,0,0
Massachusetts: In Words and Pictures,19994,Dennis Brindell Fradin,0,0,0
Alphabet Town/Teacher's Guide,19993,Dennis Brindell Fradin,0,0,0
Skylab,19991,Dennis Brindell Fradin,3.5,2,0
Hiawatha: Messenger of Peace,19989,Dennis Brindell Fradin,3.14,7,0
Simply Beautiful Beading: 40 Quick and Easy Projects,19939,Heidi Boyd,3.74,81,5
Under A Sheltering Sky: Journeys To Mountain Heartlands,19547,Colin Monteath,3,2,0
Tristessa And Lucido,19648,Miriam Zolin,3,1,0
Advent Parish Programme.,19270,Oriental Institute,0,0,0
Anything Can Happen: A Poem And Essay,19271,Seamus Heaney,3.8,5,0
Al Buen Entendedor,19274,José Alejandro Torres,4.33,3,0
Rick Steves' Italian Phrase Book and Dictionary,19551,Rick Steves,4.18,254,12
"Preoccupations: Selected Prose, 1968-1978",19269,Seamus Heaney,4.21,85,3
"Caterpillar: Farm Tractors, Bulldozers and Heavy Machinery",19714,Randy Leffingwell,4.33,3,0
"Ausgewhälte Gedichte, 1965-1975 =: Selected Poems, 1965-1975",19273,Seamus Heaney,4.24,298,20
Adventures of Huckleberry Finn,19375,Mark Twain,3.8,1012022,12608
Ausgewählte Gedichte,19272,Seamus Heaney,4.24,298,20
AIDS: Ten Stories of Courage,19923,Doreen Gonzales,5,1,0
The Indian Ocean: A Myreportlinks.com Book,19924,Doreen Gonzales,0,0,0
The Southern Ocean,19925,Doreen Gonzales,0,0,0
The Official Illustrated History of Manchester United: All New: The Full Story and Complete Record 1878-2006,19800,Bobby Charlton,4.41,41,0
The Power of a Praying Wife,19798,Stormie Omartian,4.31,41454,785
"Goodbye, Darkness: A Memoir of the Pacific War",19801,William Manchester,4.18,4575,163
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,19802,William Manchester,3.86,9004,702
The Power of Art,19797,Simon Schama,3.87,13623,86
The Power of Nice: How to Conquer the Business World With Kindness,19799,Linda Kaplan Thaler,3.72,846,144
The Decline and Fall of the Roman Empire,19406,Edward Gibbon,3.96,9864,389
"Red Rabbit (Jack Ryan, #2)",19705,Tom Clancy,3.64,21269,510
"Red Rabbit (Jack Ryan, #2)",19704,Tom Clancy,3.64,21269,510
The Odyssey,19282,Homer,3.73,718170,8253
The Words of My Perfect Teacher,19447,Patrul Rinpoche,4.37,1657,44
"All-American Girl (All-American Girl, #1)",19448,Meg Cabot,3.73,59022,1857
My Perfect Neighborhood,19446,Leah Komaiko,2.25,4,1
The Origins and History of the All-American Girls Professional Baseball League,19450,Merrie A. Fidler,4.25,4,1
The Goon Show vol.11: 'He's fallen in the water!' (BBC Radio Collection),19788,Spike Milligan,3,1,0
"Ready or Not (All-American Girl, #2)",19452,Meg Cabot,3.4,22671,822
A Guide to the Words of My Perfect Teacher,19445,Ngawang Pelzang,4.61,74,0
A League of My Own: Memoir of a Pitcher for the All-American Girls Professional Baseball League,19454,Patricia I. Brown,3.69,13,2
El corazón de Voltaire,19394,Luis López Nieves,4.12,291,18
What Is Goth?,19393,Aurelio Voltaire,4.12,432,28
Voltaire in Love,19392,Nancy Mitford,3.7,288,35
All American Yemeni Girls: Being Muslim in a Public School,19449,Loukia K. Sarroub,3.78,27,4
Complete Shorter Fiction,19398,Oscar Wilde,4.17,2089,113
The Picture of Dorian Gray (Longman Cultural Editions),19396,Oscar Wilde,4.06,687567,20031
The Real Trial of Oscar Wilde,19397,Merlin Holland,4.04,211,24
Girls of Summer:  In Their Own League,19453,Lois Browne,3.51,57,4
The Picture of Dorian Gray (SparkNotes Literature Guide),19395,SparkNotes,2.8,5,1
Guppies For Tea,19649,Marika Cobbold,3.58,221,30
Tristessa,19647,Jack Kerouac,3.69,4520,230
Amtliches Einkommensteuer Handbuch.,19654,Deutschland Bundesministerium der Finanzen,0,0,0
A Rival Creation,19650,Marika Cobbold,3.51,39,5
"Collected Prose: Autobiographical Writings, True Stories, Critical Essays, Prefaces, and Collaborations with Artists",19483,Paul Auster,4.06,292,20
In the Country of Last Things,19486,Paul Auster,3.9,8020,599
Self-Help,90872,Lorrie Moore,4.2,8315,644
The Purveyor of Enchantment,19651,Marika Cobbold,2.95,156,30
Como La Vida,19645,Lorrie Moore,4.11,3844,259
Hospital de Ranas,19646,Lorrie Moore,3.77,5931,610
"Das Leben, wie es sein sollte. Roman.",19653,Marika Cobbold,3.71,197,25
The Book of Illusions,19485,Paul Auster,3.89,16587,907
The Tomten,19318,Astrid Lindgren,4.23,1902,126
Hand to Mouth: A Chronicle of Early Failure,19484,Paul Auster,3.61,2040,167
The Tale of Peter Rabbit,19321,Beatrix Potter,4.17,166506,1472
Lotta on Troublemaker Street (Ready-for-Chapters),19319,Astrid Lindgren,3.94,1804,59
The Unmasking of Oscar Wilde,19399,Joseph Pearce,4.23,111,11
The Decline and Fall of the Roman Empire,19400,Edward Gibbon,3.96,9864,389
"Mio, My Son",19317,Astrid Lindgren,4.11,7913,199
Pippi Calzaslargas,19316,Astrid Lindgren,4.11,131978,2699
The Complete Guide to Middle-Earth: From the Hobbit to the Silmarillion,19320,Robert Foster,4.17,11012,73
The Christians and the Fall of Rome (Great Ideas),19409,Edward Gibbon,3.6,190,17
The Tale of Peter Rabbit: A Pop-up Adventure,19322,Beatrix Potter,4.17,166507,1472
Tale of Peter Rabbit (large version),19323,Beatrix Potter,4.17,166507,1472
The Decline and Fall of the Roman Empire,19403,Edward Gibbon,3.96,9864,389
The Decline and Fall of the Roman Empire,19401,Edward Gibbon,3.96,9864,389
The Decline and Fall of the Roman Empire,19404,Edward Gibbon,3.96,9864,389
"The Complete Works: The Revised Oxford Translation, Vol. 1",19082,Aristotle,4.42,2166,25
Politics,19083,Aristotle,3.91,24397,323
The Autobiographies,19408,Edward Gibbon,4.2,81,16
Decline and Fall of the Roman Empire,19407,Edward Gibbon,3.96,9864,389
The History of the Decline and Fall of the Roman Empire,19405,Edward Gibbon,3.96,9864,389
"Aristotle's Children: How Christians, Muslims, and Jews Rediscovered Ancient Wisdom and Illuminated the Middle Ages",19085,Richard E. Rubenstein,3.95,705,76
Aristotle's Ethics (SparkNotes Literature Guides),19084,SparkNotes,3,2,0
If Aristotle Ran General Motors: The New Soul of Business,19086,Tom Morris,3.8,156,21
The Haw Lantern,19240,Seamus Heaney,4.14,245,18
Sweeney Astray,19239,Seamus Heaney,4.11,245,30
Legends and Lore of Texas Wildflowers,19626,Elizabeth Silverthorne,3.5,12,2
"The Flight of the Vernacular: Seamus Heaney, Derek Walcott and the Impress of Dante",19237,Maria Cristina Fumagalli,4,1,0
Caterpillar,19726,Randy Leffingwell,4.33,3,0
"Castings: Monuments and Monumentality in Poems by Elizabeth Bishop, Robert Lowell, James Merrill, Derek Walcott, and Seamus Heaney",19238,Guy L. Rotella,4.25,4,0
Harley Davidson: History & Mystique,19727,Randy Leffingwell,4.6,5,1
Madame Bovary,19081,Gustave Flaubert,3.65,189654,7748
International Harvester Tractor,19725,Randy Leffingwell,3.67,6,1
The Velveteen Rabbit,19970,Loretta Krupinski,0,0,0
"Outcaste, A Memoir",19975,Narendra Jadhav,4.5,12,1
Intouchable:  Une Famille De Parias Dans L'inde Contemporaine,19977,Narendra Jadhav,3.81,306,40
Martin and John,19979,Dale Peck,3.73,741,53
Lost in the Fog,19972,Irving Bacheller,2.5,4,1
Celia's Island Journal,19971,Celia Thaxter,3.57,7,3
"Monetary Policy, Financial Stability, And Central Banking In India",19978,Narendra Jadhav,0,0,0
Bluewater Journal: The Voyage of the Sea Tiger,19973,Loretta Krupinski,4.33,6,0
Monetary Economics For India,19976,Narendra Jadhav,4.5,4,0
The Garden of Lost and Found,19980,Dale Peck,3.67,18,3
"Red Rabbit (Jack Ryan Universe, #3)",19707,Tom Clancy,3.64,21270,510
"Rainbow Six (John Clark, #2)",19708,Tom Clancy,4.07,38682,874
Untouchables: My Family’s Triumphant Escape from India’s Caste System,19974,Narendra Jadhav,3.81,306,40
Tom Clancy's Rainbow Six: Covert Operations Essentials (Prima's Official Strategy Guide),19709,Michael Knight,0,0,0
What to Expect When You Go to the Doctor,19904,Heidi Murkoff,3.63,8,1
"Red Rabbit, Tome 1",19706,Tom Clancy,3.63,16,1
What to Expect at a Play Date,19902,Heidi Murkoff,5,1,0
"Clave Red Rabbit (Jack Ryan, #2)",19701,Tom Clancy,3.64,21269,510
"Red Rabbit (Jack Ryan, #2)",19702,Tom Clancy,3.64,21269,510
"Red Rabbit (Jack Ryan, #2)",19700,Tom Clancy,3.64,21269,510
The Portable Gibbon: The Decline and Fall of the Roman Empire,19411,Edward Gibbon,3.96,9864,389
"Red Rabbit (Jack Ryan, #2)",19703,Tom Clancy,3.64,21269,510
In the Womb: Witness the Journey from Conception to Birth through Astonishing 3D Images,19905,Peter Tallack,4.21,63,13
"The Makings Of A Music: Reflections On The Poetry Of Wordsworth And Yeats:  Delivered On 9 February, 1978",19276,Seamus Heaney,0,0,0
Qué Se Puede Esperar Cuando Se Está Esperando,19903,Heidi Murkoff,3.75,40329,2474
Campo Abierto: Antología Poética (1966 1996) = Opened Ground,19277,Seamus Heaney,4.24,4767,142
Running with the Giants: What the Old Testament Heroes Want You to Know About Life and Leadership,19848,John C. Maxwell,4.04,591,54
Names of Snow,19969,Judi Beach,2,1,0
Windwalker (Starlight & Shadows #3),19852,Elaine Cunningham,3.94,2338,37
Palladium Books Presents: Rifts Dimension Book Eight: Naruni Wave 2: A Rifts And Phase World Sourcebook,19850,Carmen Bellaire,3.89,18,0
Splicers Role-Playing Game,19849,Carmen Bellaire,3.8,15,1
Blame it on the Blackout,19945,Heidi Betts,3.56,113,13
Bought by a Millionaire,19948,Heidi Betts,3.52,83,5
Illustrated Ferrari Buyer's Guide,19744,Dean Batchelor,4.2,5,1
"Silver Shadows (Forgotten Realms: The Harpers, #13; Songs & Swords, #3)",19851,Elaine Cunningham,3.82,1542,10
"Walker's Widow (Purgatory, Texas, #1)",19947,Heidi Betts,4.03,36,2
Winning with People Workbook,19847,John C. Maxwell,4.23,4721,107
"Starlight & Shadows: Gift Set (Forgotten Realms: Starlight & Shadows, #1-3)",19853,Elaine Cunningham,4.16,67,3
When the Lights Go Down,19946,Heidi Betts,3.53,95,7
Bedded Then Wed,19943,Heidi Betts,3.4,109,6
"Almost a Lady (Rose Trilogy, #3)",19944,Heidi Betts,3.9,30,3
Mr. and Mistress (Dynasties: The Elliotts #5),19949,Heidi Betts,3.36,171,14
Latin America (Prentice Hall World Explorer),19954,Heidi Hayes Jacobs,5,1,0
