title,bookID,author,rating,ratingsCount,reviewsCount
Nikola Tesla: A Spark of Genius,497,Carol Dommermuth-Costa,3.94,90,5
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,484,Joy Harjo,4.38,232,12
The Modern Prince and Other Writings,3557,Antonio Gramsci,3.9,145,9
Cliffs Notes on Shakespeare's Macbeth,8860,Alex Went,3.56,36,2
Players: The Mysterious Identity of William Shakespeare,8864,Bertram Fields,3.63,92,15
"Death of a Poison Pen (Hamish Macbeth, #19)",8858,M.C. Beaton,3.84,2919,164
"Death of a Gossip (Hamish Macbeth, #1)",8857,M.C. Beaton,3.73,9004,697
"Death of an Addict (Hamish Macbeth, #15)",8861,M.C. Beaton,3.81,2722,160
William Shakespeare: An Illustrated Biography,8863,Anthony Holden,3.63,63,6
A Year in the Life of William Shakespeare: 1599,8862,James Shapiro,4.08,2457,279
"Death of an Outsider (Hamish Macbeth, #3)",8859,M.C. Beaton,3.83,5129,290
Who Was William Shakespeare?,8865,Celeste Davidson Mannis,4,498,59
"Short Stories, Poems, Novels",8866,Edgar Allan Poe,4.24,49,2
"Etica, Retórica, Política",5674,Victoria Camps,3,1,0
Shag's Around the World in 80 Drinks: Cocktails from Athens to Zanzibar,6287,Adam Rocke,4.18,11,2
"Sade, His Ethics And Rhetoric",5673,Colette Verger Michael,2,1,0
"Rachel's Holiday (Walsh Family, #2)",9301,Marian Keyes,3.93,52053,1302
Rockin' Down the Dial: The Detroit Sound of Radio (From Jack the Bellboy to the Big 8),696,David Carson,4.17,6,0
The Other Side of the Story,9302,Marian Keyes,3.77,34831,899
The Road,6288,Cormac McCarthy,3.95,561606,39306
Beach Road,6289,James Patterson,3.81,28635,1398
"Samuel Beckett, Wordmaster: Waiting For Godot:  Text With Critical Commentary",7760,IRA Hasan,0,0,0
Waiting For Godot By Samuel Beckett,7761,Jennifer Birkett,3.75,52,6
Dr. Seuss's ABC,7769,Dr. Seuss,4.07,35425,1147
The Joy Luck Club (Oxford Bookworms Library: Stage 6 Reader),7767,Clare West,4.26,1183,15
Amy Tan,7768,Barbara Kramer,3.63,32,5
Cliffs Notes on Amy Tan's The Joy Luck Club,7765,Laurie E. Rozakis,3.83,6,0
The Joy Luck Club,7766,Amy Tan,3.9,528363,6828
The Joy Luck Club,7762,Amy Tan,3.9,528363,6828
The Joy Luck Club  ,7764,Amy Tan,3.9,528363,6828
The Joy Luck Club,7763,Amy Tan,3.9,528376,6828
A Modern Day Prince: What's Love Inside the Palace Walls If I Cannot Adorn Her Heart with Mine?,3558,Morley Wilson,0,0,0
The Portable Bernard Shaw,7703,George Bernard Shaw,4,37,2
Seeking One Great Remedy: Francis George Shaw  Nineteenth-Century Reform,7702,Lorien Foote,4,1,1
Body Life: The Book That Inspired a Return to the Church's Real Meaning and Mission,1125,Ray C. Stedman,4.08,38,4
M294 3 Shaw Plays,7704,George Bernard Shaw,3.55,11,5
Complete Plays With Prefaces,7706,George Bernard Shaw,4.38,53,6
Think and Grow Rich,30186948,Napoleon Hill,4.17,120500,3393
Think and Grow Rich,1011,Napoleon Hill,4.17,120511,3394
Pygmalion,7705,George Bernard Shaw,3.9,76161,1694
"Body for Life for Women: 12 Weeks to a Firm, Fit, Fabulous Body at Any Age",1124,Pamela Peeke,3.58,499,73
Into Thin Air: A Personal Account of the Mount Everest Disaster,1898,Jon Krakauer,4.11,303998,10563
The Earth Was Flat: Insight into the Ancient Practice of Sungazing: Insight into the Ancient Practice of Sungazing,1905,mason Dwinell,0,0,0
How to Meet Beautiful Women,1903,Kevin Doyle,5,2,1
Under The Banner Of Heaven,1899,Jon Krakauer,3.98,125189,9028
Homeopathy Beyond Flat Earth Medicine,1904,Timothy R. Dooley,3.8,59,11
"Earth is Flat"" and Other Great Mistakes",1908,Laurence Pringle,2.8,5,1
Jon Krakauer's Adventure on Mount Everest,1901,Scott P. Werther,4.03,30,2
Flat Earth? Round Earth?,1906,Theresa Martin,5,3,0
Jon Krakauer's Adventure on Mt. Everest,1900,Scott P. Werther,4.03,30,2
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,1902,Valerian Albanov,3.98,1740,125
A New Moon for Emily,3563,Ann Staadt,4.18,11,1
"Emily of New Moon (Emily, #1)",3562,L.M. Montgomery,4.09,35110,1202
Winds of Change (The Story Girl #8),3568,Barbara Davoll,3.87,52,0
Meg's Dearest Wish (Madame Alexander Little Women Journals),1950,Charlotte Emerson,3.76,17,0
From Beirut to Jerusalem,3559,Thomas L. Friedman,4.1,8676,714
The Alpine Path: The Story of My Career,3567,L.M. Montgomery,3.81,490,56
"The Selected Journals Of L.M. Montgomery, Vol. 5: 1935-1942",3564,L.M. Montgomery,4.26,178,19
From Beirut To Jerusalem,3560,Swee Hoon Ang,4.31,464,89
Against the Odds: Tales of Achievement,3566,L.M. Montgomery,3.81,872,30
"Emily's Quest (Emily, #3)",3565,L.M. Montgomery,4.11,13909,506
Weight Lifting,2090,John Lear,0,0,0
"God, Time, & Stephen Hawking",2105,David  Wilkinson,4,11,2
"Happiness, Death, and the Remainder of Life",2092,Jonathan Lear,3.79,42,4
The Physics of Star Trek,2104,Lawrence M. Krauss,3.82,4899,225
The Nature of Space and Time,2103,Stephen Hawking,4.07,892,43
The Illustrated A Brief History of Time,2093,Stephen Hawking,4.12,187273,5274
Stephen Hawking's Universe,2102,John Boslough,4.02,556,26
What's Out There: Images from Here to the Edge of the Universe,2106,Stephen Hawking,4.36,69,7
Freud,2091,Jonathan Lear,4.09,104,8
Leben: Ursprung Und Merkmale Des Lebens Auf Der Erde,8456,Margot Wilhelmi,0,0,0
"Vögel: D. Faszinierende Welt D. Gefiederten ; Lebensräume, Artenvielfalt, Leistungen",8458,David Burnie,3.96,69,10
Kingfisher First Encyclopedia of Animals,8459,David Burnie,2,1,0
Brain Busters! Mind-Stretching Puzzles in Math and Logic,8461,Barry R. Clarke,3.5,6,0
"Le Nid, L'œuf Et L'oiseau",8460,David Burnie,3.96,69,10
Deep Citizenship,8463,Paul Barry Clarke,4,1,0
Enciclopedia Ilustrada Del Reino Animal,8457,David Burnie,4.1,10,1
Wedding Wishes and Woes (The Story Girl #6),3578,Barbara Davoll,4.15,13,0
"Pat of Silver Bush (Pat, #1)",3580,L.M. Montgomery,3.87,5542,157
"Sherlock Holmes: The Complete Novels and Stories, Volume I",3581,Arthur Conan Doyle,4.45,18587,509
"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",3579,L.M. Montgomery,4.43,93250,1468
"The New Annotated Sherlock Holmes, Volume III: The Novels",3583,Arthur Conan Doyle,4.61,2260,61
A Tangled Web,3577,L.M. Montgomery,3.89,3595,233
The New Annotated Sherlock Holmes 150th Anniversary: The Short Stories,3582,Arthur Conan Doyle,4.63,1141,55
Chronic Pain for Dummies,2220,Stuart S. Kassan,3.75,20,2
"Collected Stories, 1911-1937",2307,Edith Wharton,4.27,52,8
Stand-Up Comedy: The Book,5407,Judy Carter,3.71,144,12
Stand for Something: The Battle for America's Soul,5408,John Kasich,3.34,105,17
Edith Wharton : Novellas and Other Writings : Madame De Treymes / Ethan Frome / Summer / Old New York / The Mother's Recompense / A Backward Glance,2309,Edith Wharton,4.18,60,9
"Rebel Stand (Enemy Lines, #2) (Star Wars: The New Jedi Order, #12)",5405,Aaron Allston,3.82,5709,56
"Moonraker (James Bond, #3)",3750,Ian Fleming,3.71,14916,918
Comic Insights: The Art of Stand-Up Comedy,5406,Franklyn Ajaye,3.9,154,16
Moonraker's Bride,3751,Madeleine Brent,4.3,2297,349
Edith Wharton's Italian Gardens,2308,Vivian Russell,3.55,29,3
Walter: The Story of a Rat,9825,Barbara Wersba,4.37,186,42
"Long Walk to Forever: Based Upon an Episode from Kurt Vonnegut, Jr's Welcome to the Monkey House ",6928,Brian Harnetiaux,3.91,70,9
Oh Rats! The Story of Rats and People,9826,Albert Marrin,3.74,354,75
Rats: Observations on the History and Habitat of the City's Most Unwanted Inhabitants,9824,Robert Sullivan,3.68,3168,499
Motorcycle Owner's Manual,634,Hugo  Wilson,3.66,41,2
Welcome to the Monkey House,6926,Kurt Vonnegut Jr.,4.14,43348,1530
The Road to Serfdom,6290,Friedrich A. Hayek,4.18,14153,838
Welcome to the Monkey House,6927,Kurt Vonnegut Jr.,4.14,43348,1530
"Life and Def: Sex, Drugs, Money, + God",605,Russell Simmons,3.84,309,19
Motorcycle Journeys Through the Southwest,635,Martin C. Berke,4.5,2,0
"Castaways of the Flying Dutchman (Flying Dutchman, #1)",7995,Brian Jacques,3.99,7368,261
"Castaways of the Flying Dutchman (Flying Dutchman, #1)",7997,Brian Jacques,3.99,7368,261
"Outcast of Redwall (Redwall, #8)",7998,Brian Jacques,3.9,16874,201
"Redwall (Redwall, #1)",7996,Brian Jacques,4.11,82871,2939
"Marlfox (Redwall, #11)",7999,Brian Jacques,3.99,14095,168
The Vice Guide to Sex and Drugs and Rock and Roll,606,Suroosh Alvi,4.07,553,40
"The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear, the Real Forensics Behind the Great Detective's Greatest Cases",3584,E.J. Wagner,4.21,1906,68
More All-Of-A-Kind Family (All-Of-A-Kind Family (Paperback)),7931,Sydney Taylor,4.22,5118,85
Baby Island,7932,Carol Ryrie Brink,4.04,1531,229
Winter Cottage,7938,Carol Ryrie Brink,4.12,153,29
Island Baby,7933,Holly Keller,3.33,12,2
Carol Ryrie Brink,7936,Mary E. Reed,0,0,0
Strangers in the Forest,7937,Carol Ryrie Brink,3.78,32,8
All-of-a-kind family,7930,Sydney Taylor,4.23,19373,778
Antigone's Claim: Kinship Between Life and Death,7731,Judith Butler,3.75,361,17
Darkness,6554,John Saul,3.93,17642,133
The Blackstone Chronicles,6555,John Saul,4.11,4179,170
", said the shotgun to the head.",6549,Saul Williams,4.23,2548,202
Herzog,6551,Saul Bellow,3.78,15682,863
Saul Leiter: Early Color,6550,Saul Leiter,4.76,91,8
The Amber Room,5369,Steve Berry,3.83,18428,894
Creature,6562,John Saul,3.82,8922,149
The Dead Emcee Scrolls: The Lost Teachings of Hip-Hop,6547,Saul Williams,4.16,1162,72
Forever Amber ,5368,Kathleen Winsor,3.98,14737,968
The Manhattan Hunt Club,6553,John Saul,3.97,4690,216
The Four Agreements Companion Book: Using the Four Agreements to Master the Dream of Your Life,6597,Miguel Ruiz,4.23,3275,129
Welcome to the Monkey House,4985,Kurt Vonnegut Jr.,4.14,43343,1530
Bagombo Snuff Box,4984,Kurt Vonnegut Jr.,3.72,8648,316
The Four Agreements: A Practical Guide to Personal Freedom,6596,Miguel Ruiz,4.12,114894,6314
Wisdom from the Four Agreements,6598,Miguel Ruiz,4.42,1048,46
Jailbird,4987,Kurt Vonnegut Jr.,3.81,17232,610
Big Bad Wolf,6595,Linda Jones,3.8,128,6
Beyond the Endless River: Western American Drawings & Watercolors of the Nineteenth Century,6013,James K. Ballinger,0,0,0
"All-of-a-Kind Family (All-of-a-Kind Family, #1)",7926,Sydney Taylor,4.23,19373,778
When the Well Runs Dry: Prayer Beyond the Beginnings,9084,Thomas H. Green,4.27,182,10
Landscape Plants For Dry Regions: More Than 600 Species From Around The World,9085,Warren D. Jones,4.25,12,2
The Endless River,6012,Shirley Leighton,0,0,0
Twelve Miles from a Lemon: Selected Writings and Sayings of Sydney Smith,7927,Norman Taylor,4,1,0
"""B"" Is for Betsy",7940,Carolyn Haywood,4.02,3908,129
"All-of-a-Kind Family Uptown (All-of-a-Kind Family, #4)",7924,Sydney Taylor,4.28,5067,65
Betsy and Billy,7939,Carolyn Haywood,4.09,246,19
"All-of-a-Kind Family Downtown (All-of-a-Kind Family, #2)",7925,Sydney Taylor,4.19,4295,75
They Led the Way,7548,Michael A. Auster,0,0,0
Lideres Importantes,7547,Michael A. Auster,0,0,0
Origami Chicken and Other Animals,6827,David  Mitchell,3,2,0
Romeo and Juliet (Shakespeare Made Easy),6823,Alan Durband,3.55,170,6
Cultural Locations of Disability,6824,Sharon L. Snyder,4.15,33,2
Easy Homeopathy: The 7 Essential Remedies You Need for Common Illnesses and First Aid,6828,Edward Shalts,3.7,10,0
Jimmy Corrigan: El Chico más Listo del Mundo,7549,Chris Ware,4.1,19266,1093
The Acme Novelty Library #17,7551,Chris Ware,4.34,721,20
Jimmy Corrigan,7550,Chris Ware,4.1,19266,1093
A Mouth Like Yours,2192,Daniel Duane,2.65,26,6
The Family Idiot 5: Gustave Flaubert 1821-1857,2186,Jean-Paul Sartre,4.2,5,1
Middlesex,2187,Jeffrey Eugenides,3.98,511991,21025
French Ways and Their Meaning,2310,Edith Wharton,3.7,102,21
"Official Arrow Street Atlas, Middlesex County, Massachusetts.",2191,Arrow Map Inc,0,0,0
"A Place in Time: Middlesex Country, Virginia, 1650-1750",2190,Darrett B. Rutman,3.67,12,1
Lighting Out: A Vision of California and the Mountains,2194,Daniel Duane,3.85,40,6
Salammbô,2184,Gustave Flaubert,3.73,3402,201
Dictionary of Accepted Ideas,2185,Gustave Flaubert,3.9,637,60
The Lord of the Rings: Complete Visual Companion,37,Jude Fisher,4.48,321,5
Notes from a Small Island,28,Bill Bryson,3.91,73513,3376
Neither Here nor There: Travels in Europe,27,Bill Bryson,3.88,45898,2221
The Mother Tongue: English and How It Got That Way,29,Bill Bryson,3.95,27308,2041
The Lord of the Rings: Weapons and Warfare,36,Chris   Smith,4.53,18959,50
Bacchae,1469,Euripides,3.85,9856,366
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,1470,Euripides,4.31,685,12
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,30,J.R.R. Tolkien,4.59,95191,1601
Fight Club,5759,Chuck Palahniuk,4.2,392988,11326
Tom Clancy's Rainbow Six Bundle for Red Storm: Prima's Official Strategy Guide,5725,Prima Publishing,5,1,0
From Combat Zone to Love at Home,5717,Debbie Preece,3,1,0
Tom Clancy's Rainbow Six 3 (PS2): Prima's Official Strategy Guide,5724,David Knight,5,1,0
Language Learnability and Language Development,5758,Steven Pinker,4.06,17,0
Fight Club Politics: How Partisanship Is Poisoning the House of Representatives,5760,Juliet Eilperin,3.86,28,5
Leadership,1265,Rudolph W. Giuliani,3.71,2090,179
Robbie Williams: Facing the Ghosts: The Unauthorized Biography,4558,Paul  Scott,3.56,18,2
The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,1526,Aeschylus,3.99,28720,751
"Aeschylus: Seven Plays (Complete Greek Tragedies, #1)",1527,Aeschylus,4.08,412,33
Tutto Su Di Me,4559,Mark McCrum,0,0,0
Aeschylus: Seven Plays (The Greek Classics),1528,Aeschylus,4.08,412,33
Prometheus Bound and Other Plays,1523,Aeschylus,4.08,3799,58
"Aeschylus II: The Suppliant Maidens, The Persians, Seven against Thebes, and Prometheus Bound (The Complete Greek Tragedies)",1517,Aeschylus,4.06,623,53
"Aeschylus I: Oresteia (Agamemnon, The Libation Bearers, The Eumenides)",1516,Aeschylus,3.99,28723,752
The Oresteia,1525,Aeschylus,3.99,28723,752
The Women's War,7188,Alexandre Dumas,3.99,298,30
The Battle of Gettysburg and Lincoln's Gettyburg Address,398,Carin T. Ford,3.25,4,1
As the Crow Flies,7204,Véronique Tadjo,3.71,52,10
The Gettysburg Address,397,Abraham Lincoln,4.52,5402,126
As the Crow Flies,7205,John Brown,0,0,0
Masterwork Studies Series: 100 Years of Solitude,323,Regina Janes,4.03,179,15
Batman: As the Crow Flies,7203,Judd Winick,3.59,291,19
Cien años de soledad,325,Gabriel García Márquez,4.04,581647,22014
The Count of Monte Cristo,7189,Alexandre Dumas,4.22,607691,16145
Cien años de soledad,324,Gabriel García Márquez,4.04,581647,22014
Roman Fever (and Other Stories),2313,Edith Wharton,4.08,1658,87
Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,3754,Ian Fleming,4,39,6
From Russia With Love/Moonraker,3752,Ian Fleming,3.89,18,0
The Buccaneers,2312,Edith Wharton,3.89,4746,326
"Below the Root (Green Sky, #1)",2315,Zilpha Keatley Snyder,4.08,791,68
The Witches of Worm,2319,Zilpha Keatley Snyder,3.68,1921,194
Moonraker (James Bond #3),3755,Ian Fleming,3.71,14917,919
The House of Mirth,2314,Edith Wharton,3.95,68364,3535
The Custom of the Country,2311,Edith Wharton,4.02,7785,728
"Moonraker (James Bond, #3)",3753,Ian Fleming,3.71,14917,919
The Snows of Kilimanjaro and Other Stories,4645,Ernest Hemingway,3.88,27423,1049
"One Fish, Two Fish, Red Fish, Blue Fish",7770,Dr. Seuss,4.12,123493,2134
"Haroun and the Sea of Stories (Khalifa Brothers, #1)",4835,Salman Rushdie,4.01,23984,1960
"Oedipus the King, Oedipus at Colonus, and Antigone (Cliffs Notes)",7730,Robert J.  Milch,3.6,5,1
Antigones,7729,George Steiner,4.03,61,3
"Five Plays: Antigone, Eurydice, The Ermine, The Rehearsal, Romeo and Jeannette",7732,Jean Anouilh,4.2,189,15
A Farewell to Arms,4644,Ernest Hemingway,3.79,210004,7341
The Complete Adventures of Sherlock Holmes,3589,Arthur Conan Doyle,4.38,169,12
"The Complete Sherlock Holmes, Vol 2",3586,Arthur Conan Doyle,4.46,72643,354
"Rat Fink: The Art of Ed ""Big Daddy"" Roth",9829,Ed Roth,4.52,23,2
Sherlock Holmes: A Baker Street Dozen,3585,Arthur Conan Doyle,3.96,174,20
Sherlock Holmes: The Unauthorized Biography,3587,Nick Rennison,4.24,1605,35
"Rat Pack Confidential: Frank, Dean, Sammy, Peter, Joey and the Last Great Show Biz Party",9830,Shawn Levy,3.76,1037,69
"Julius Knipl, Real Estate Photographer: The Beauty Supply District",9831,Ben Katchor,4.34,197,20
Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,9828,"John ""Red"" Shea",3.47,389,40
"Blind Willow, Sleeping Woman: 24 Stories",9832,Haruki Murakami,3.83,24066,1626
The Names,408,Don DeLillo,3.64,3137,234
Symbolism in Herman Melville's Moby Dick: From the Satanic to the Devine,2399,Leonard A. Slade Jr.,5,1,0
Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,2400,Michael J. Davey,3.63,51,7
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",3588,Arthur Conan Doyle,4.3,187489,5020
Cosmopolis,406,Don DeLillo,3.22,12586,1170
The Adventures of Sherlock Holmes,3590,Arthur Conan Doyle,4.3,187489,5020
Living to Tell about It: A Rhetoric and Ethics of Character Narration,5676,James   Phelan,4.06,32,4
The Lost Railway,5645,Gillian Avery,0,0,0
Enforcing Work Ethic: Rhetoric and Everyday Life in a Work Incentive Program,5675,Gale Miller,0,0,0
Manliness,5678,Harvey Mansfield,3.39,173,30
Timeline,7669,Michael Crichton,3.83,159978,3688
"Literary Masterpieces, Volume 5: One Hundred Years of Solitude",9306,Joan Mellen,4.25,12,2
"Prevention: What Works with Children and Adolescents: A Critical Review of Psychological Prevention Programmes for Children, Adolescents and Their Families",9312,Alan   Carr,0,0,0
Abnormal Psychology,9309,Alan   Carr,3.69,13,0
Positive Psychology: The Science of Happiness and Human Strengths,9308,Alan   Carr,3.7,40,3
"Family Therapy: Concepts, Process and Practice",9310,Alan   Carr,4.18,11,0
The Handbook of Child and Adolescent Clinical Psychology: A Contextual Approach,9307,Alan   Carr,4.1,29,2
The Handbook of Child and Adolescent Clinical Psychology: A Contextual Approach,9311,Alan   Carr,4.1,29,2
Endlich Nichtraucher,9313,Allen Carr,4.26,5249,628
No Dress Rehearsal,9305,Marian Keyes,3.31,823,87
Pindar's Mythmaking: The Fourth Pythian Ode,1755,Charles Segal,4.25,4,0
Poetry and Myth in Ancient Pastoral: Essays on Theocritus and Virgil,1753,Charles Segal,4.33,3,1
"Aglaia: The Poetry of Alcman, Sappho, Pindar, Bacchylides, and Corinna",1757,Charles Segal,4.75,4,0
Dionysiac Poetics And Euripides' Bacchae,1756,Charles Segal,4.5,10,0
Lucretius on Death and Anxiety: Poetry and Philosophy in de Rerum Natura,1754,Charles Segal,4.5,6,1
Oedipus Tyrannus: Tragic Heroism and the Limits of Knowledge,1751,Charles Segal,4,16,1
Antigone,1752,Sophocles,3.6,79648,1945
The Electric Kool-Aid Acid Test,2667,Tom Wolfe,3.92,58799,1575
The Old Man and the Sea,2166,Ernest Hemingway,3.73,585281,17110
The Wealthy Barber: Everyone's Commonsense Guide to Becoming Financially Independent,2672,David H. Chilton,3.98,5879,297
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",8600,Lynne Truss,3.86,84898,4295
History And Horseplay,8595,Joanne Steel,0,0,0
Horseplay,8594,Leslie Enders Lee,0,0,0
The Alphabets of Life: A Simple Guide to Living Simply,8611,La-Verna J. Fountain,3,2,0
Horseplay,8593,Rubio Tapani Lindroos,0,0,0
"Eats, Shoots & Leaves: Why, Commas Really Do Make a Difference!",8598,Lynne Truss,4.14,1405,214
The Lynne Truss Treasury: Columns and Three Comic Novels,8597,Lynne Truss,3.82,139,22
The Burnt Orange Heresy (Vintage Crime/Black Lizard),230,Charles Willeford,3.93,616,56
"Talk to the Hand: The Utter Bloody Rudeness of the World Today, or Six Good Reasons to Stay Home and Bolt The Door",8599,Lynne Truss,3.33,2999,463
"Talk to the Hand: The Utter Bloody Rudeness of the World Today, or Six Good Reasons to Stay Home and Bolt the Door",8596,Lynne Truss,3.33,2999,463
Under The Tuscan Sun - At Home In Italy,7208,Frances Mayes,3.73,283836,3114
As the Crow Flies,7206,"Ron, Pruitt",0,0,0
Legends: How to Play and Compose Like the World's Greatest Guitarists [With *],7217,Adrian Clark,0,0,0
A Left Hand Like God,7218,Peter J. Silvester,3.38,8,2
Befriending Life: Encounters With Henri Nouwen,7219,Beth   Porter,3.83,12,2
Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,514313,Ben Mezrich,3.87,19987,1743
Bringing Down The House,4144,Ben Mezrich,3.87,19988,1743
Bringing Down the House: How Six Students Took Vegas for Millons,4145,Ben Mezrich,3.87,19988,1743
The Annotated Christmas Carol,5330,Charles Dickens,4.59,201,32
Dinosaurs and Prehistoric Life,8348,Hazel Richardson,4.16,44,3
Seven Stories of Christmas Love,5324,Leo Buscaglia,3.98,217,30
A Christmas Dozen: Christmas Stories to Warm the Heart,5325,Steve Burt,4,23,7
A Christmas Carol,5326,Charles Dickens,4.02,447339,11629
A Christmas Carol,5327,Charles Dickens,4.02,447339,11629
A Christmas Carol,5328,Charles Dickens,4.02,447339,11629
A Christmas Carol (Listening Library),5329,Charles Dickens,4.02,447339,11629
"Blind Willow, Sleeping Woman",9833,Haruki Murakami,3.83,24066,1626
"Pakistan And The West, The First Decade 1947 1957",9408,Farooq Naseem Bajwa,4.4,5,0
Robbie Williams,4560,Sean Smith,3.4,40,3
Winning the Loser's Game: Timeless Strategies for Successful Investing,7544,Charles D. Ellis,3.92,514,50
Winning Low Limit Hold'em,7545,Lee Jones,3.75,323,19
"Manliness and Civilization: A Cultural History of Gender and Race in the United States, 1880-1917",5679,Gail Bederman,3.98,512,22
Notes from Underground,5689,Fyodor Dostoyevsky,4.15,35843,2402
The Crying of Lot 49,9834,Thomas Pynchon,3.7,55402,3534
Anna Karenina,5690,Leo Tolstoy,4.02,480076,18321
Original Sin (Adam Dalgliesh #9),3815,P.D. James,3.89,6927,325
The Changeling,61,Zilpha Keatley Snyder,4.16,1243,111
A Little Original Sin: The Life and Work of Jane Bowles,3816,Millicent Dillon,4.11,156,15
Norman Hall's Corrections Officer Exam Preparation Book,3813,Norman Hall,2.33,3,0
Photoshop Color Correction [With CDROM],3814,Michael Kieran,4,10,0
The Effective Corrections Manager: Correctional Supervision for the Future,3811,Richard L. Phillips,3,1,0
Color Correction for Digital Video: Using Desktop Tools to Perfect Your Image,3812,Steve Hullfish,4,15,2
Diagnosis and Correction of Vocal Faults: A Manual for Teachers of Singing and for Choir Directors,3810,James C. McKinney,4.19,79,4
The Changeling Sea,59,Patricia A. McKillip,4.06,4202,308
"Changelings (The Twins of Petaybee, #1)",60,Anne McCaffrey,3.73,2002,69
"Death of a Scriptwriter (Hamish Macbeth, #14)",8856,M.C. Beaton,3.78,2950,166
Prayers and Portraits: Unfolding the Netherlandish Diptych,9104,John Oliver Hand,3.75,4,0
"Portrait Photographer's Handbook, 2nd Edition",9100,Bill Hurter,3.73,15,1
Portrait Photography: Secrets of Posing  Lighting,9101,Mark Cleghorn,3.62,52,3
Mandela: The Authorized Portrait,9103,Mac Maharaj,4.27,118,10
How to Draw Lifelike Portraits from Photographs,9105,Lee Hammond,4.33,304,8
The Crimson Portrait,9102,Jody Shields,2.75,388,81
"Portrait in Death (In Death, #16)",9106,J.D. Robb,4.37,27101,637
El gato negro,8867,Edgar Allan Poe,4.07,19286,1057
Fates Worse Than Death,4988,Kurt Vonnegut Jr.,3.87,3144,116
Aristophanes: Birds,2027,Peter H. Burian,3,1,0
Aristophanes: Poet and Dramatist,2029,Rosemary M. Harriott,0,0,0
Spectator Politics: Metatheatre and Performance in Aristophanes,2024,Niall W. Slater,3.5,2,0
"Myths of the Underworld Journey: Plato, Aristophanes, and the ""Orphic"" Gold Tablets",2026,Radcliffe G. Edmonds III,3.33,3,1
Great Expectations,1989,Charles Dickens,3.75,513841,12479
Assembly of Women (Literary Classics),2028,Aristophanes,3.75,526,24
Lysistrata (Clarendon),2025,Aristophanes,3.84,28738,664
Charles Dickens,1988,Jane Smiley,3.8,487,86
What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,1987,Daniel Pool,3.85,4685,494
Wild At Heart,1846,John Eldredge,3.93,53420,1628
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,9929,Rudolph R. Windsor,4.34,249,23
The Elements Of Navigation And Nautical Astronomy: A Text Book Of Navigation And Nautical Astronomy,9927,C.H. Cotter,0,0,0
Beyond And Beneath The Mantle: On Thomas Pynchon's The Crying Of Lot 49,9836,Georgiana M.M. Colvile,3.5,2,0
Companion to the Crying of Lot 49,9835,J. Kerry Grant,3.53,76,7
The Race for Timbuktu: In Search of Africa's City of Gold,9930,Frank T. Kryza,3.77,297,37
"The Grass Harp, Including A Tree of Night and Other Stories",9924,Truman Capote,4.02,4704,206
The Bookseller of Kabul,9838,Åsne Seierstad,3.76,34272,2703
"The Gates of Africa: Death, Discovery, and the Search for Timbuktu",9932,Anthony Sattin,3.78,81,7
The Kids on Prosperity Lane Reach for the Stars: Go for the Moon Shoot for the Stars,6946,Bass Johnson,0,0,0
"Shoot for the Moon, Robyn",6945,Hazel Hutchins,0,0,0
Shoot the Moon,6944,Jake Page,4.33,3,0
Unveiling the Secret Life of Bees,7222,Amy Lignitz Harken,3.4,35,2
Cruelest Journey: Six Hundred Miles To Timbuktu,9931,Kira Salak,3.92,514,71
The Secret Life of Bees,7221,Sue Monk Kidd,4.01,945454,26778
La vida secreta de las abejas,7224,Sue Monk Kidd,4.01,945454,26778
The Secret Life of Bees,7220,Sue Monk Kidd,4.01,945454,26778
Secret Life of Bees,7223,Sue Monk Kidd,4.01,945454,26778
The Red Tent,4989,Anita Diamant,4.16,451855,17347
"Veiled Men, Red Tents, and Black Mountains",4992,Alonzo William Pond,5,2,0
"The Stand, Part 2 of 2",5411,Stephen King,4.59,100,2
Inside the Red Tent,4990,Sandra Hack Polaski,3.94,167,14
A Little Original Sin: The Life and Work of Jane Bowles,3817,Millicent Dillon,4.11,156,15
Anita Diamant's The Red Tent: A Reader's Guide,4991,Ann Finding,4.13,431,52
'Salem's Lot,5414,Stephen King,3.99,249326,6348
Apocalipsis ,5410,Stephen King,4.34,477326,14071
"The Stand, Part 1 of 2",5409,Stephen King,4.21,231,22
The Stand: Das letzte Gefecht,5412,Stephen King,4.34,477326,14071
Cry for the Strangers,6564,John Saul,3.81,2502,40
